Manufacturer,Model,SoC,Chip Family,SRAM,Flash ROM,Pinout,Voltage,Price,Link (presoldered headers),Price2,Link (no soldered headers),Price ,Link (presoldered stacking headers),external flash,psram
Arduino,Nano 33 BLE Sense,nRF52840,Cortex M4,256 KB,1 MB,Breadboardable,3.3,$33.34 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-33-ble-sense-with-headers,$31.10 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-33-ble-sense, N/A ,
Arduino,Nano 33 IoT,SAMD21,Cortex M0+,32 KB,256 KB,Breadboardable,3.3,$20.70 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-33-iot-with-headers,$18.40 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-33-iot, N/A ,
Arduino,Nano Every,ATmega4809,ATmega,6 KB,48 KB,Breadboardable,5,$13.90 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-every-with-headers,$11.90 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-every, N/A ,
Arduino,Nano RP2040 Connect,RP2040,Cortex M0+,264 KB,0 B,Breadboardable,3.3,$25.50 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-rp2040-connect-with-headers,$24.50 ,https://store-usa.arduino.cc/collections/boards/products/arduino-nano-rp2040-connect, N/A ,,16 MB
SparkFun,Pro Micro 3.3V,ATmega32U4,ATmega,2.5 KB,32 KB,Breadboardable,3.3, N/A ,,$17.95 ,https://www.sparkfun.com/products/12587, N/A ,
SparkFun,Pro Micro 5V,ATmega32U4,ATmega,2.5 KB,32 KB,Breadboardable,5, N/A ,,$17.95 ,https://www.sparkfun.com/products/12640, N/A ,
SparkFun,Qduino Mini,ATmega32U4,ATmega,2.5 KB,32 KB,Breadboardable,3.3, N/A ,,$33.50 ,https://www.sparkfun.com/products/13614, N/A ,
SparkFun,Qwiic Pro Micro,ATmega32U4,ATmega,2.5 KB,32 KB,Breadboardable,3.3, N/A ,,$19.95 ,https://www.sparkfun.com/products/15795, N/A ,
SparkFun,RED-V RedBoard,FE310,RV32I,32 KB,32 MB,Arduino,3.3,$39.95 ,https://www.sparkfun.com/products/15594, N/A ,, N/A ,
SparkFun,RED-V Thing Plus,FE310,RV32I,32 KB,32 MB,Breadboardable,3.3, N/A ,,$29.95 ,https://www.sparkfun.com/products/15799, N/A ,
SparkFun,RedBoard,ATmega328,ATmega,2 KB,32 KB,Arduino,5,$19.95 ,https://www.sparkfun.com/products/13975, N/A ,, N/A ,
SparkFun,RedBoard Artemis,Apollo3,Cortex M4,384 KB,1 MB,Arduino,3.3,$19.95 ,https://www.sparkfun.com/products/15444, N/A ,, N/A ,
SparkFun,RedBoard Artemis ATP,Apollo3,Cortex M4,384 KB,1 MB,Arduino Mega,3.3,$24.95 ,https://www.sparkfun.com/products/15442, N/A ,, N/A ,
SparkFun,RedBoard Artemis Nano,Apollo3,Cortex M4,384 KB,1 MB,Breadboardable,3.3, N/A ,,$14.95 ,https://www.sparkfun.com/products/15443, N/A ,
SparkFun,RedBoard Plus,ATmega328P,ATmega,2 KB,32 KB,Arduino,5,$19.95 ,https://www.sparkfun.com/products/18158, N/A ,, N/A ,
SparkFun,RedBoard Qwiic,ATmega328,ATmega,2 KB,32 KB,Arduino,5,$19.95 ,https://www.sparkfun.com/products/15123, N/A ,, N/A ,
SparkFun,RedBoard Turbo,SAMD21,Cortex M0+,32 KB,256 KB,Arduino,3.3,$24.95 ,https://www.sparkfun.com/products/14812, N/A ,, N/A ,,4 MB
SparkFun,SAMD21 Dev Breakout,SAMD21,Cortex M0+,32 KB,256 KB,Arduino,3.3, N/A ,,$27.50 ,https://www.sparkfun.com/products/13672, N/A ,
SparkFun,SAMD21 Mini Breakout,SAMD21,Cortex M0+,32 KB,256 KB,Breadboardable,3.3, N/A ,,$20.95 ,https://www.sparkfun.com/products/13664, N/A ,
PJRC,Teensy 2.0,ATmega32U4,ATmega,2.5 KB,32 KB,Teensy,5, N/A ,,$16.00 ,https://www.pjrc.com/store/teensy.html, N/A ,
PJRC,Teensy 3.2,Kinetis K20,Cortex M4,64 KB,256 KB,Teensy,3.3,$22.80 ,https://www.pjrc.com/store/teensy32_pins.html,$19.80 ,https://www.pjrc.com/store/teensy32.html, N/A ,
PJRC,Teensy 3.5,Kinetis K64,Cortex M4,256 KB,512 KB,Teensy++,3.3,$28.25 ,https://www.pjrc.com/store/teensy35_pins.html,$24.25 ,https://www.pjrc.com/store/teensy35.html, N/A ,
PJRC,Teensy 3.6,Kinetis K66,Cortex M4,256 KB,1024 KB,Teensy++,3.3,$33.25 ,https://www.pjrc.com/store/teensy36_pins.html,$29.25 ,https://www.pjrc.com/store/teensy36.html, N/A ,
PJRC,Teensy 4.0,IMXRT1062DVL6,Cortex M7,1024 KB,1984 KB,Teensy,3.3,$22.95 ,https://www.pjrc.com/store/teensy40_pins.html,$19.95 ,https://www.pjrc.com/store/teensy40.html, N/A ,
PJRC,Teensy 4.1,IMXRT1062DVJ6,Cortex M7,1024 KB,7936 KB,Teensy++,3.3,$30.85 ,https://www.pjrc.com/store/teensy41_pins.html,$26.85 ,https://www.pjrc.com/store/teensy41.html, N/A ,
PJRC,Teensy LC,Kinetis KL26,Cortex M0+,8 KB,64 KB,Teensy,3.3,$14.65 ,https://www.pjrc.com/store/teensylc_pins.html,$11.65 ,https://www.pjrc.com/store/teensylc.html, N/A ,
SparkFun,Thing Plus Artemis,Apollo3,Cortex M4,384 KB,1 MB,Breadboardable,3.3, N/A ,,$20.95 ,https://www.sparkfun.com/products/15574, N/A ,
SparkFun,Thing Plus nRF9160,nRF9160,Cortex M3,256 KB,1 MB,Breadboardable,3.3, N/A ,,$129.95 ,https://www.sparkfun.com/products/17354, N/A ,
SparkFun,Thing Plus SAMD51,SAMD51J20,Cortex M4,256 KB,1 MB,Breadboardable,3.3, N/A ,,$19.95 ,https://www.sparkfun.com/products/14713, N/A ,
SparkFun,Thing Plus STM32,STM32F405,Cortex M4,192 KB,1 MB,Breadboardable,3.3, N/A ,,$29.95 ,https://www.sparkfun.com/products/17712, N/A ,
Arduino,Uno Rev3,ATmega328P,ATmega,2 KB,32 KB,Arduino,5,$23.00 ,https://store-usa.arduino.cc/collections/boards/products/arduino-uno-rev3, N/A ,, N/A ,
Arduino,Uno Rev3 SMD,ATmega328P,ATmega,2 KB,32 KB,Arduino,5,$21.90 ,https://store-usa.arduino.cc/collections/boards/products/arduino-uno-rev3-smd, N/A ,, N/A ,
Arduino,Uno Wifi Rev2,ATmega4809,ATmega,6 KB,48 KB,Arduino,5,$44.80 ,https://store-usa.arduino.cc/collections/boards/products/arduino-uno-wifi-rev2, N/A ,, N/A ,
SparkFun,USB 32-Bit Whacker,PIC32MX795,MIPS M4K,128 KB,512 KB,Breadboardable,3.3, N/A ,,$47.50 ,https://www.sparkfun.com/products/9713, N/A ,
Adafruit,WICED WiFi Feather,STM32F205,Cortex M3,128 KB,1 MB,Feather,3.3, N/A ,,$34.95 ,https://www.adafruit.com/product/3056, N/A ,
Arduino,Yún Rev2,ATmega32U4,ATmega,2.5 KB,32 KB,Arduino,5,$56.40 ,https://store-usa.arduino.cc/collections/boards/products/arduino-yun-rev-2, N/A ,, N/A ,
Arduino,Zero,SAMD21,Cortex M0+,32 KB,256 KB,Arduino,3.3,$39.50 ,https://store-usa.arduino.cc/collections/boards/products/arduino-zero, N/A ,, N/A ,
